source_product_id,url,missing_ingredients,missing_ga,missing_feeding,missing_calorie
1036398,https://www.chewy.com/go-solutions-skin-coat-care-duck/dp/1036398,0,0,0,1
1036406,https://www.chewy.com/go-solutions-skin-coat-care-turkey/dp/1036406,0,0,1,1
103663,https://www.chewy.com/blue-buffalo-wilderness-wolf-creek/dp/103663,0,0,0,1
1037646,https://www.chewy.com/team-dog-duck-meal-lamb-meal-2620/dp/1037646,0,0,0,1
1037894,https://www.chewy.com/now-fresh-grain-free-small-breed/dp/1037894,0,1,0,1
1040198,https://www.chewy.com/badlands-ranch-superfood-complete/dp/1040198,0,0,0,1
1040222,https://www.chewy.com/badlands-ranch-superfood-complete/dp/1040222,0,0,0,1
1040318,https://www.chewy.com/badlands-ranch-superfood-complete/dp/1040318,0,0,0,1
104133,https://www.chewy.com/natures-recipe-large-breed-grain-free/dp/104133,0,0,0,1
1044454,https://www.chewy.com/blue-buffalo-delectables-turkey/dp/1044454,0,0,0,1
1044462,https://www.chewy.com/blue-buffalo-delectables-lamb-dinner/dp/1044462,0,0,0,1
104531,https://www.chewy.com/holistic-select-adult-health-grain/dp/104531,0,0,0,1
104573,https://www.chewy.com/eagle-pack-chicken-pork-large-breed/dp/104573,0,0,0,1
104580,https://www.chewy.com/eagle-pack-original-chicken-meal-pork/dp/104580,0,0,0,1
104588,https://www.chewy.com/eagle-pack-original-adult-lamb-meal/dp/104588,0,0,0,1
104591,https://www.chewy.com/eagle-pack-reduced-fat-adult-dry-dog/dp/104591,0,0,0,1
104616,https://www.chewy.com/nulo-freestyle-chicken-carrots-peas/dp/104616,0,0,0,1
104618,https://www.chewy.com/nulo-freestyle-turkey-sweet-potato/dp/104618,0,0,0,1
104620,https://www.chewy.com/nulo-freestyle-beef-peas-carrot/dp/104620,0,0,0,1
104622,https://www.chewy.com/nulo-freestyle-lamb-lentils-recipe/dp/104622,0,0,0,1
104624,https://www.chewy.com/nulo-freestyle-turkey-salmon/dp/104624,0,0,0,1
104799,https://www.chewy.com/ziwi-peak-beef-grain-free-air-dried/dp/104799,0,0,0,1
104878,https://www.chewy.com/merrick-chunky-grain-free-wet-dog/dp/104878,0,0,0,1
104880,https://www.chewy.com/merrick-chunky-grain-free-wet-dog/dp/104880,0,0,0,1
104882,https://www.chewy.com/merrick-chunky-grain-free-wet-dog/dp/104882,0,0,0,1
104884,https://www.chewy.com/merrick-chunky-grain-free-wet-dog/dp/104884,0,0,0,1
104936,https://www.chewy.com/halo-holistic-complete-digestive/dp/104936,0,0,0,1
1051774,https://www.chewy.com/purina-one-true-instinct-lean-muscle/dp/1051774,0,0,0,1
1053926,https://www.chewy.com/acana-classics-salmon-barley-recipe/dp/1053926,0,0,0,1
1053942,https://www.chewy.com/acana-classics-beef-barley-recipe-dry/dp/1053942,0,0,0,1
1053966,https://www.chewy.com/acana-classics-chicken-barley-recipe/dp/1053966,0,0,0,1
105401,https://www.chewy.com/royal-canin-veterinary-diet-adult/dp/105401,0,0,0,1
105404,https://www.chewy.com/royal-canin-veterinary-diet-adult/dp/105404,0,0,0,1
105406,https://www.chewy.com/royal-canin-veterinary-diet-adult/dp/105406,0,0,0,1
1055366,https://www.chewy.com/nutro-ultra-puppy-high-protein-trio/dp/1055366,0,0,0,1
1055702,https://www.chewy.com/blue-buffalo-delights-grain-free/dp/1055702,0,0,0,1
1055726,https://www.chewy.com/blue-buffalo-delights-pate-style/dp/1055726,0,0,0,1
105608,https://www.chewy.com/natures-logic-canine-rabbit-feast-all/dp/105608,0,0,0,1
105837,https://www.chewy.com/rachael-ray-nutrish-limited/dp/105837,0,0,0,1
1060214,https://www.chewy.com/go-solutions-booster-grain-free/dp/1060214,0,0,0,1
1060350,https://www.chewy.com/go-solutions-booster-chicken-duck/dp/1060350,0,0,0,1
1060358,https://www.chewy.com/go-solutions-booster-grain-free/dp/1060358,0,0,0,1
1060398,https://www.chewy.com/go-solutions-booster-grain-free/dp/1060398,0,0,0,1
1061358,https://www.chewy.com/nulo-signature-stews-grain-free-beef/dp/1061358,0,0,0,1
1061366,https://www.chewy.com/nulo-signature-stews-grain-free/dp/1061366,0,0,0,1
1061374,https://www.chewy.com/nulo-signature-stews-grain-free/dp/1061374,0,0,0,1
1061382,https://www.chewy.com/nulo-signature-stews-grain-free/dp/1061382,0,0,0,1
1061422,https://www.chewy.com/nulo-signature-stews-grain-free/dp/1061422,0,0,0,1
1061430,https://www.chewy.com/nulo-signature-stews-grain-free/dp/1061430,0,0,0,1
1063150,https://www.chewy.com/daves-pet-food-95-premium-chicken/dp/1063150,0,0,0,1
1063838,https://www.chewy.com/now-fresh-grain-free-adult-red-meat/dp/1063838,0,0,0,1
1063862,https://www.chewy.com/now-fresh-grain-free-large-breed-dry/dp/1063862,0,0,0,1
1063894,https://www.chewy.com/nutro-natural-choice-adult-lamb-brown/dp/1063894,0,0,0,1
1063910,https://www.chewy.com/nutro-natural-choice-adult-large-lamb/dp/1063910,0,0,0,1
1064462,https://www.chewy.com/purina-pro-plan-sensitive-skin/dp/1064462,0,0,0,1
1064718,https://www.chewy.com/royal-canin-veterinary-diet/dp/1064718,0,0,0,1
1064758,https://www.chewy.com/royal-canin-veterinary-diet/dp/1064758,0,0,0,1
1064798,https://www.chewy.com/royal-canin-veterinary-diet-adult/dp/1064798,0,0,0,1
1067918,https://www.chewy.com/petplate-human-grade-grain-free/dp/1067918,0,0,0,1
1067926,https://www.chewy.com/petplate-human-grade-novel-protein/dp/1067926,0,0,0,1
1068030,https://www.chewy.com/daves-pet-food-95-premium-turkey/dp/1068030,0,0,1,1
1070238,https://www.chewy.com/nutro-ultra-large-breed-puppy-trio/dp/1070238,0,0,0,1
1070254,https://www.chewy.com/nutro-ultra-puppy-trio-proteins-high/dp/1070254,0,0,0,1
1070310,https://www.chewy.com/nutro-ultra-adult-large-breed-trio/dp/1070310,0,0,0,1
1070358,https://www.chewy.com/nutro-ultra-adult-weight-management/dp/1070358,0,0,0,1
1070374,https://www.chewy.com/nutro-ultra-adult-small-breed-trio/dp/1070374,0,0,0,1
1070398,https://www.chewy.com/nutro-natural-choice-adult-high/dp/1070398,0,0,0,1
1070406,https://www.chewy.com/nutro-natural-choice-small-bites/dp/1070406,0,0,0,1
1070926,https://www.chewy.com/hills-prescription-diet-dd-potato/dp/1070926,0,1,1,1
1070942,https://www.chewy.com/hills-prescription-diet-zd-low-fat/dp/1070942,0,0,0,1
1070974,https://www.chewy.com/hills-prescription-diet-zd-low-fat/dp/1070974,0,0,1,1
1072654,https://www.chewy.com/dr-garys-best-breed-holistic-field/dp/1072654,0,0,0,1
1072678,https://www.chewy.com/i-love-you-stir-boom-raw-raw-turk/dp/1072678,0,0,0,1
1072734,https://www.chewy.com/i-love-you-stir-boom-raw-raw-chick/dp/1072734,0,0,0,1
107488,https://www.chewy.com/triumph-wild-spirit-deboned-lamb/dp/107488,0,0,0,1
107493,https://www.chewy.com/triumph-wild-spirit-deboned-beef/dp/107493,0,0,0,1
107498,https://www.chewy.com/triumph-wild-spirit-deboned-chicken/dp/107498,0,0,0,1
107502,https://www.chewy.com/triumph-free-spirit-grain-free/dp/107502,0,0,0,1
107507,https://www.chewy.com/triumph-free-spirit-grain-free/dp/107507,0,0,0,1
107685,https://www.chewy.com/evolve-deboned-puppy-grain-free/dp/107685,0,0,0,1
107706,https://www.chewy.com/evolve-classic-deboned-beef-barley/dp/107706,0,0,0,1
107714,https://www.chewy.com/evolve-deboned-grain-free-turkey/dp/107714,0,0,0,1
107789,https://www.chewy.com/dr-tims-salmon-pork-grain-free-rpm/dp/107789,0,0,0,1
107817,https://www.chewy.com/canidae-pure-puppy-grain-free-limited/dp/107817,0,0,0,1
1079246,https://www.chewy.com/blue-buffalo-delectables-tasty/dp/1079246,0,0,0,1
108077,https://www.chewy.com/zignature-trout-salmon-limited/dp/108077,0,0,0,1
108079,https://www.chewy.com/zignature-lamb-limited-ingredient/dp/108079,0,0,0,1
108081,https://www.chewy.com/zignature-turkey-limited-ingredient/dp/108081,0,0,0,1
108083,https://www.chewy.com/zignature-duck-limited-ingredient/dp/108083,0,0,0,1
108085,https://www.chewy.com/zignature-zssential-multi-protein/dp/108085,0,0,0,1
108322,https://www.chewy.com/hills-prescription-diet-cd-multicare/dp/108322,0,0,0,1
1087838,https://www.chewy.com/health-extension-geo-variety-pack/dp/1087838,0,0,0,1
1088006,https://www.chewy.com/purina-pro-plan-veterinary-diets-en/dp/1088006,0,0,0,1
1088022,https://www.chewy.com/purina-pro-plan-veterinary-diets-dh/dp/1088022,0,0,0,1
1088038,https://www.chewy.com/purina-pro-plan-veterinary-diets-jm/dp/1088038,0,0,0,1
1088054,https://www.chewy.com/purina-pro-plan-veterinary-diets-nf/dp/1088054,0,0,0,1
1088070,https://www.chewy.com/purina-pro-plan-veterinary-diets-en/dp/1088070,0,0,0,1
1088078,https://www.chewy.com/purina-pro-plan-veterinary-diets-cc/dp/1088078,0,0,0,1
1088094,https://www.chewy.com/purina-pro-plan-veterinary-diets-en/dp/1088094,0,0,0,1
1088110,https://www.chewy.com/purina-pro-plan-veterinary-diets-om/dp/1088110,0,0,0,1
1088134,https://www.chewy.com/purina-pro-plan-veterinary-diets-om/dp/1088134,0,0,0,1
1088142,https://www.chewy.com/purina-pro-plan-veterinary-diets-en/dp/1088142,0,0,0,1
108952,https://www.chewy.com/royal-canin-breed-health-nutrition/dp/108952,0,0,0,1
108954,https://www.chewy.com/royal-canin-breed-health-nutrition/dp/108954,0,0,0,1
108992,https://www.chewy.com/hills-prescription-diet-id-digestive/dp/108992,0,0,0,1
109303,https://www.chewy.com/honest-kitchen-veggie-nut-seed-grain/dp/109303,0,0,0,1
1093846,https://www.chewy.com/nutro-so-simple-meal-complement-adult/dp/1093846,0,0,0,1
109430,https://www.chewy.com/purina-pro-plan-veterinary-diets-ha/dp/109430,0,0,0,1
109900,https://www.chewy.com/stella-chewys-stellas-super-beef-meal/dp/109900,0,0,0,1
109904,https://www.chewy.com/stella-chewys-chewys-chicken-meal/dp/109904,0,0,0,1
109912,https://www.chewy.com/stella-chewys-savory-salmon-cod-meal/dp/109912,0,0,0,1
109995,https://www.chewy.com/lotus-oven-baked-small-bites-good/dp/109995,0,0,0,1
110053,https://www.chewy.com/lotus-good-grains-chicken-recipe-oven/dp/110053,0,0,0,1
110057,https://www.chewy.com/lotus-wholesome-good-grains-senior/dp/110057,0,0,0,1
110077,https://www.chewy.com/lotus-oven-baked-small-bites-grain/dp/110077,0,0,0,1
110084,https://www.chewy.com/lotus-oven-baked-grain-free-sardine/dp/110084,0,0,0,1
110098,https://www.chewy.com/lotus-wholesome-chicken-asparagus/dp/110098,0,0,0,1
110107,https://www.chewy.com/lotus-wholesome-turkey-stew-grain/dp/110107,0,0,0,1
110119,https://www.chewy.com/lotus-wholesome-beef-asparagus-stew/dp/110119,0,0,0,1
110125,https://www.chewy.com/lotus-just-juicy-beef-shank-stew/dp/110125,0,0,0,1
110134,https://www.chewy.com/lotus-just-juicy-pork-shoulder-stew/dp/110134,0,0,0,1
1103806,https://www.chewy.com/hills-science-diet-adult-salmon/dp/1103806,0,0,0,1
110386,https://www.chewy.com/wysong-optimal-adult-dry-dog-food-5/dp/110386,0,0,0,1
1103870,https://www.chewy.com/hills-science-diet-adult-salmon-brown/dp/1103870,0,0,0,1
110388,https://www.chewy.com/wysong-optimal-senior-dry-dog-food-5/dp/110388,0,0,0,1
1103926,https://www.chewy.com/hills-science-diet-puppy-sensitive/dp/1103926,0,0,0,1
1103942,https://www.chewy.com/hills-science-diet-adult-perfect/dp/1103942,0,0,0,1
1103974,https://www.chewy.com/hills-science-diet-puppy-sensitive/dp/1103974,0,0,0,1
1104014,https://www.chewy.com/hills-science-diet-adult-perfect/dp/1104014,0,0,0,1
110405,https://www.chewy.com/hills-prescription-diet-kd-kidney/dp/110405,0,0,0,1
110408,https://www.chewy.com/hills-prescription-diet-kd-kidney/dp/110408,0,0,0,1
1104102,https://www.chewy.com/hills-science-diet-adult-small-mini/dp/1104102,0,0,0,1
1104118,https://www.chewy.com/hills-science-diet-adult-sensitive/dp/1104118,0,0,0,1
1104134,https://www.chewy.com/hills-science-diet-adult-perfect/dp/1104134,0,0,0,1
1104150,https://www.chewy.com/hills-prescription-diet-cd-multicare/dp/1104150,0,0,0,1
1104174,https://www.chewy.com/hills-science-diet-adult-perfect/dp/1104174,0,0,0,1
1104182,https://www.chewy.com/hills-prescription-diet-cd-multicare/dp/1104182,0,0,0,1
1104214,https://www.chewy.com/hills-science-diet-adult-perfect/dp/1104214,0,0,0,1
1105918,https://www.chewy.com/dr-pol-adult-limited-ingredient-surf/dp/1105918,0,0,0,1
1106166,https://www.chewy.com/eukanuba-premium-performance-3020/dp/1106166,0,0,0,1
1106182,https://www.chewy.com/eukanuba-performance-puppy-meat/dp/1106182,0,0,0,1
1106918,https://www.chewy.com/acana-premium-adult-high-protein-beef/dp/1106918,0,0,0,1
1106942,https://www.chewy.com/orijen-amazing-grains-fit-trim-adult/dp/1106942,0,0,0,1
1106958,https://www.chewy.com/orijen-adult-high-protein-poultry/dp/1106958,0,0,0,1
1106974,https://www.chewy.com/acana-premium-adult-high-protein/dp/1106974,0,0,0,1
1106998,https://www.chewy.com/acana-wholesome-grains-puppy-high/dp/1106998,0,0,0,1
1107054,https://www.chewy.com/acana-premium-adult-high-protein-duck/dp/1107054,0,0,0,1
1107070,https://www.chewy.com/orijen-large-breed-adult-high-protein/dp/1107070,0,0,0,1
1107086,https://www.chewy.com/orijen-adult-high-protein-original/dp/1107086,0,0,0,1
1107102,https://www.chewy.com/orijen-adult-high-protein-regional/dp/1107102,0,0,0,1
1107118,https://www.chewy.com/orijen-adult-high-protein-tundra-pate/dp/1107118,0,0,0,1
1107166,https://www.chewy.com/acana-premium-adult-high-protein-lamb/dp/1107166,0,0,0,1
1108254,https://www.chewy.com/royal-canin-veterinary-diet-adult/dp/1108254,0,0,0,1
1108270,https://www.chewy.com/royal-canin-veterinary-diet-adult/dp/1108270,0,0,0,1
1108294,https://www.chewy.com/jiminys-good-grub-oats-adult-chicken/dp/1108294,0,0,0,1
1108302,https://www.chewy.com/jiminys-cravin-cricket-sweet-potato/dp/1108302,0,0,0,1
1110998,https://www.chewy.com/freshpet-healthy-natural-small-breed/dp/1110998,0,0,0,1
1111654,https://www.chewy.com/farmina-nd-ocean-canine-adult-gmo/dp/1111654,0,0,0,1
1111670,https://www.chewy.com/farmina-nd-ancestral-grain-canine/dp/1111670,0,0,0,1
1111678,https://www.chewy.com/farmina-nd-ocean-canine-adult-gmo/dp/1111678,0,0,0,1
1111742,https://www.chewy.com/farmina-nd-ocean-adult-gmo-free/dp/1111742,0,0,0,1
111180,https://www.chewy.com/wysong-epigen-beef-formula-grain-free/dp/111180,0,0,0,1
1111806,https://www.chewy.com/nulo-adult-high-protein-beef-sweet/dp/1111806,0,0,0,1
111181,https://www.chewy.com/wysong-epigen-chicken-formula-grain/dp/111181,0,0,0,1
1111814,https://www.chewy.com/nulo-adult-high-protein-pork-apple/dp/1111814,0,0,0,1
111182,https://www.chewy.com/wysong-epigen-duck-formula-grain-free/dp/111182,0,0,0,1
1111830,https://www.chewy.com/nulo-adult-high-protein-duck-quinoa/dp/1111830,0,0,0,1
111184,https://www.chewy.com/wysong-epigen-rabbit-formula-grain/dp/111184,0,0,0,1
1111846,https://www.chewy.com/nulo-adult-high-protein-salmon-brown/dp/1111846,0,0,0,1
1111862,https://www.chewy.com/nulo-adult-high-protein-turkey-green/dp/1111862,0,0,0,1
1111878,https://www.chewy.com/nulo-adult-high-protein-chicken/dp/1111878,0,0,0,1
111189,https://www.chewy.com/wysong-epigen-salmon-formula-grain/dp/111189,0,0,1,1
1112982,https://www.chewy.com/canidae-pure-grain-free-puppy-real/dp/1112982,0,0,0,1
111912,https://www.chewy.com/blue-buffalo-life-protection-formula/dp/111912,0,0,0,1
111936,https://www.chewy.com/blue-buffalo-wilderness-trail-toppers/dp/111936,0,0,0,1
111940,https://www.chewy.com/blue-buffalo-wilderness-trail-toppers/dp/111940,0,0,0,1
111950,https://www.chewy.com/blue-buffalo-freedom-adult-beef/dp/111950,0,0,0,1
111952,https://www.chewy.com/blue-buffalo-freedom-adult-lamb/dp/111952,0,0,0,1
111954,https://www.chewy.com/blue-buffalo-freedom-senior-chicken/dp/111954,0,0,0,1
111958,https://www.chewy.com/blue-buffalo-wilderness-rocky/dp/111958,0,0,0,1
112065,https://www.chewy.com/health-extension-grain-free-buffalo/dp/112065,0,0,0,1
112472,https://www.chewy.com/nutro-ultra-grain-free-chicken-entree/dp/112472,0,0,0,1
112478,https://www.chewy.com/nutro-ultra-grain-free-chicken-entree/dp/112478,0,0,0,1
112666,https://www.chewy.com/natural-balance-limited-ingredient/dp/112666,0,0,0,1
112793,https://www.chewy.com/blue-buffalo-freedom-adult-beef/dp/112793,0,0,0,1
112796,https://www.chewy.com/blue-buffalo-life-protection-formula/dp/112796,0,0,0,1
112803,https://www.chewy.com/blue-buffalo-blues-hunters-stew-grain/dp/112803,0,0,0,1
1130350,https://www.chewy.com/bravo-homestyle-complete-beef-grain/dp/1130350,0,0,0,1
113212,https://www.chewy.com/weruva-grandmas-chicken-soup-chicken/dp/113212,0,0,0,1
113282,https://www.chewy.com/weruva-hot-dayam-luscious-lamb-in/dp/113282,0,0,0,1
113285,https://www.chewy.com/weruva-thats-my-jam-chicken-lamb-in/dp/113285,0,0,0,1
113288,https://www.chewy.com/weruva-green-eggs-chicken-chicken-egg/dp/113288,0,0,0,1
113291,https://www.chewy.com/weruva-peking-ducken-chicken-duck-in/dp/113291,0,0,0,1
113391,https://www.chewy.com/canine-caviar-limited-ingredient-diet/dp/113391,0,0,0,1
113393,https://www.chewy.com/canine-caviar-limited-ingredient-diet/dp/113393,0,0,0,1
113394,https://www.chewy.com/canine-caviar-limited-ingredient-diet/dp/113394,0,0,0,1
113397,https://www.chewy.com/canine-caviar-limited-ingredient-diet/dp/113397,0,0,0,1
113399,https://www.chewy.com/canine-caviar-limited-ingredient-diet/dp/113399,0,0,0,1
113400,https://www.chewy.com/canine-caviar-limited-ingredient-diet/dp/113400,0,0,0,1
113403,https://www.chewy.com/canine-caviar-limited-ingredient-diet/dp/113403,0,0,0,1
113412,https://www.chewy.com/canine-caviar-limited-ingredient-diet/dp/113412,0,0,0,1
113485,https://www.chewy.com/caru-real-beef-stew-grain-free-wet/dp/113485,0,0,0,1
113489,https://www.chewy.com/honest-kitchen-whole-grain-chicken/dp/113489,0,0,0,1
113496,https://www.chewy.com/caru-real-turkey-stew-grain-free-wet/dp/113496,0,0,0,1
113499,https://www.chewy.com/caru-real-chicken-stew-grain-free-wet/dp/113499,0,0,0,1
113500,https://www.chewy.com/caru-real-pork-stew-grain-free-wet/dp/113500,0,0,0,1
113539,https://www.chewy.com/blue-buffalo-homestyle-recipe-small/dp/113539,0,0,0,1
113589,https://www.chewy.com/horizon-pulsar-grain-free-chicken/dp/113589,0,0,0,1
113592,https://www.chewy.com/horizon-pulsar-grain-free-salmon/dp/113592,0,0,0,1
113596,https://www.chewy.com/horizon-pulsar-grain-free-turkey/dp/113596,0,0,0,1
113603,https://www.chewy.com/horizon-legacy-farm-country-blend-dry/dp/113603,0,0,0,1
113606,https://www.chewy.com/horizon-legacy-northern-water-fish/dp/113606,0,0,0,1
113975,https://www.chewy.com/purina-pro-plan-bright-mind-adult-7/dp/113975,0,0,0,1
114028,https://www.chewy.com/purina-pro-plan-adult-shredded-blend/dp/114028,0,0,0,1
114056,https://www.chewy.com/purina-pro-plan-sport-performance-all/dp/114056,0,0,0,1
114475,https://www.chewy.com/nutro-natural-choice-large-breed/dp/114475,0,0,0,1
114514,https://www.chewy.com/nutro-premium-loaf-savory-lamb-carrot/dp/114514,0,0,0,1
114515,https://www.chewy.com/nutro-puppy-tender-beef-pea-carrot/dp/114515,0,0,0,1
114516,https://www.chewy.com/nutro-grain-free-simmered-beef-potato/dp/114516,0,0,0,1
114518,https://www.chewy.com/nutro-hearty-stew-tender-chicken/dp/114518,0,0,0,1
114520,https://www.chewy.com/nutro-limited-ingredient-diet-premium/dp/114520,0,0,0,1
114524,https://www.chewy.com/nutro-puppy-tender-grain-free-chicken/dp/114524,0,0,0,1
114530,https://www.chewy.com/nutro-grain-free-tender-chicken-sweet/dp/114530,0,0,0,1
114531,https://www.chewy.com/nutro-grain-free-roasted-turkey/dp/114531,0,0,0,1
114532,https://www.chewy.com/nutro-grain-free-savory-lamb/dp/114532,0,0,0,1
114553,https://www.chewy.com/nutro-natural-choice-large-breed/dp/114553,0,0,0,1
114559,https://www.chewy.com/nutro-natural-choice-senior-lamb/dp/114559,0,0,0,1
114560,https://www.chewy.com/nutro-natural-choice-small-bites/dp/114560,0,0,0,1
114563,https://www.chewy.com/nutro-natural-choice-healthy-weight/dp/114563,0,0,0,1
114565,https://www.chewy.com/nutro-natural-choice-healthy-weight/dp/114565,0,0,0,1
114575,https://www.chewy.com/nutro-natural-choice-adult-venison/dp/114575,0,0,0,1
114586,https://www.chewy.com/nutro-natural-choice-healthy-weight/dp/114586,0,0,0,1
114600,https://www.chewy.com/nutro-natural-choice-senior-chicken/dp/114600,0,0,0,1
114608,https://www.chewy.com/nutro-natural-choice-large-breed/dp/114608,0,0,0,1
114609,https://www.chewy.com/nutro-natural-choice-large-breed/dp/114609,0,0,0,1
114719,https://www.chewy.com/merrick-backcountry-grain-free-wet/dp/114719,0,0,0,1
114721,https://www.chewy.com/merrick-backcountry-grain-free-96/dp/114721,0,0,0,1
115107,https://www.chewy.com/merrick-limited-ingredient-diet-grain/dp/115107,0,0,0,1
115226,https://www.chewy.com/hills-prescription-diet-cd-multicare/dp/115226,0,0,0,1
115231,https://www.chewy.com/hills-prescription-diet-metabolic/dp/115231,0,0,0,1
115233,https://www.chewy.com/hills-prescription-diet-metabolic/dp/115233,0,0,0,1
115257,https://www.chewy.com/solid-gold-fit-fabulous-low-fatlow/dp/115257,0,0,0,1
115285,https://www.chewy.com/solid-gold-wild-heart-sensitive/dp/115285,0,0,0,1
115565,https://www.chewy.com/purina-pro-plan-veterinary-diets-ur/dp/115565,0,0,0,1
115611,https://www.chewy.com/royal-canin-veterinary-diet-adult/dp/115611,0,0,0,1
